model,layer,classifier,train_ims,condition,animacy,obj1,obj2,acc
clip_vit,visual.transformer.resblocks.0.ln_2,KNN,150,Outline,inam,airplane,apple,0.5
clip_vit,visual.transformer.resblocks.0.ln_2,KNN,150,Outline,inam,airplane,bicycle,0.5
clip_vit,visual.transformer.resblocks.0.ln_2,KNN,150,Outline,inam,airplane,chair,0.5
clip_vit,visual.transformer.resblocks.0.ln_2,KNN,150,Outline,inam,airplane,flower,0.5
clip_vit,visual.transformer.resblocks.0.ln_2,KNN,150,Outline,inam,airplane,fork,0.525
clip_vit,visual.transformer.resblocks.0.ln_2,KNN,150,Outline,inam,airplane,guitar,0.5
clip_vit,visual.transformer.resblocks.0.ln_2,KNN,150,Outline,inam,airplane,key,0.5
clip_vit,visual.transformer.resblocks.0.ln_2,KNN,150,Outline,inam,airplane,kite,0.575
clip_vit,visual.transformer.resblocks.0.ln_2,KNN,150,Outline,inam,airplane,lamp,0.6
clip_vit,visual.transformer.resblocks.0.ln_2,KNN,150,Outline,inam,airplane,leaf,0.5
clip_vit,visual.transformer.resblocks.0.ln_2,KNN,150,Outline,inam,airplane,spoon,0.525
clip_vit,visual.transformer.resblocks.0.ln_2,KNN,150,Outline,inam,airplane,tree,0.5
clip_vit,visual.transformer.resblocks.0.ln_2,KNN,150,Outline,inam,airplane,truck,0.5
clip_vit,visual.transformer.resblocks.0.ln_2,KNN,150,Outline,inam,airplane,umbrella,0.5
clip_vit,visual.transformer.resblocks.0.ln_2,KNN,150,Outline,inam,apple,bicycle,0.5
clip_vit,visual.transformer.resblocks.0.ln_2,KNN,150,Outline,inam,apple,chair,0.525
clip_vit,visual.transformer.resblocks.0.ln_2,KNN,150,Outline,inam,apple,flower,0.525
clip_vit,visual.transformer.resblocks.0.ln_2,KNN,150,Outline,inam,apple,fork,0.5
clip_vit,visual.transformer.resblocks.0.ln_2,KNN,150,Outline,inam,apple,guitar,0.475
clip_vit,visual.transformer.resblocks.0.ln_2,KNN,150,Outline,inam,apple,key,0.5
clip_vit,visual.transformer.resblocks.0.ln_2,KNN,150,Outline,inam,apple,kite,0.5
clip_vit,visual.transformer.resblocks.0.ln_2,KNN,150,Outline,inam,apple,lamp,0.5
clip_vit,visual.transformer.resblocks.0.ln_2,KNN,150,Outline,inam,apple,leaf,0.525
clip_vit,visual.transformer.resblocks.0.ln_2,KNN,150,Outline,inam,apple,spoon,0.5
clip_vit,visual.transformer.resblocks.0.ln_2,KNN,150,Outline,inam,apple,tree,0.5
clip_vit,visual.transformer.resblocks.0.ln_2,KNN,150,Outline,inam,apple,truck,0.55
clip_vit,visual.transformer.resblocks.0.ln_2,KNN,150,Outline,inam,apple,umbrella,0.475
clip_vit,visual.transformer.resblocks.0.ln_2,KNN,150,Outline,inam,bicycle,chair,0.5
clip_vit,visual.transformer.resblocks.0.ln_2,KNN,150,Outline,inam,bicycle,flower,0.5
clip_vit,visual.transformer.resblocks.0.ln_2,KNN,150,Outline,inam,bicycle,fork,0.5
clip_vit,visual.transformer.resblocks.0.ln_2,KNN,150,Outline,inam,bicycle,guitar,0.5
clip_vit,visual.transformer.resblocks.0.ln_2,KNN,150,Outline,inam,bicycle,key,0.5
clip_vit,visual.transformer.resblocks.0.ln_2,KNN,150,Outline,inam,bicycle,kite,0.5
clip_vit,visual.transformer.resblocks.0.ln_2,KNN,150,Outline,inam,bicycle,lamp,0.5
clip_vit,visual.transformer.resblocks.0.ln_2,KNN,150,Outline,inam,bicycle,leaf,0.525
clip_vit,visual.transformer.resblocks.0.ln_2,KNN,150,Outline,inam,bicycle,spoon,0.5
