model,obj1,obj2,condition,train_acc,acc
cornets,airplane,apple,IC,0.999,0.5
cornets,airplane,bike,IC,0.998,0.5
cornets,airplane,chair,IC,1.0,0.7
cornets,airplane,flower,IC,0.998,0.65
cornets,airplane,fork,IC,1.0,0.4
cornets,airplane,guitar,IC,0.999,0.55
cornets,airplane,key,IC,1.0,0.35
cornets,airplane,kite,IC,0.998,0.45
cornets,airplane,lamp,IC,1.0,0.6
cornets,airplane,leaf,IC,0.9950000000000001,0.6
cornets,airplane,spoon,IC,0.999,0.45
cornets,airplane,tree,IC,1.0,0.5
cornets,airplane,truck,IC,0.999,0.6
cornets,airplane,umbrella,IC,1.0,0.4
cornets,apple,airplane,IC,1.0,0.5
cornets,apple,bike,IC,1.0,0.6
cornets,apple,chair,IC,0.999,0.75
cornets,apple,flower,IC,1.0,0.65
cornets,apple,fork,IC,1.0,0.25
cornets,apple,guitar,IC,0.999,0.5
cornets,apple,key,IC,0.999,0.5
cornets,apple,kite,IC,1.0,0.6
cornets,apple,lamp,IC,0.999,0.6
cornets,apple,leaf,IC,0.9960000000000001,0.6
cornets,apple,spoon,IC,0.998,0.4
cornets,apple,tree,IC,0.999,0.6
cornets,apple,truck,IC,0.999,0.55
cornets,apple,umbrella,IC,0.999,0.75
cornets,bike,airplane,IC,1.0,0.6
cornets,bike,apple,IC,1.0,0.45
cornets,bike,chair,IC,0.999,0.8
cornets,bike,flower,IC,0.998,0.7
cornets,bike,fork,IC,0.999,0.55
cornets,bike,guitar,IC,1.0,0.6
cornets,bike,key,IC,1.0,0.3
cornets,bike,kite,IC,1.0,0.65
cornets,bike,lamp,IC,0.999,0.5
cornets,bike,leaf,IC,0.9960000000000001,0.6
cornets,bike,spoon,IC,0.998,0.5
cornets,bike,tree,IC,0.999,0.6
cornets,bike,truck,IC,0.999,0.65
cornets,bike,umbrella,IC,0.999,0.45
cornets,chair,airplane,IC,0.9969999999999999,0.45
cornets,chair,apple,IC,1.0,0.8
cornets,chair,bike,IC,0.999,0.55
cornets,chair,flower,IC,0.999,0.65
cornets,chair,fork,IC,0.998,0.35
cornets,chair,guitar,IC,1.0,0.55
cornets,chair,key,IC,1.0,0.5
cornets,chair,kite,IC,1.0,0.6
cornets,chair,lamp,IC,1.0,0.4
cornets,chair,leaf,IC,0.999,0.7
cornets,chair,spoon,IC,0.999,0.55
cornets,chair,tree,IC,0.999,0.65
cornets,chair,truck,IC,1.0,0.7
cornets,chair,umbrella,IC,1.0,0.6
cornets,flower,airplane,IC,0.999,0.75
cornets,flower,apple,IC,0.999,0.7
cornets,flower,bike,IC,1.0,0.5
cornets,flower,chair,IC,1.0,0.65
cornets,flower,fork,IC,0.999,0.4
cornets,flower,guitar,IC,1.0,0.7
cornets,flower,key,IC,1.0,0.75
cornets,flower,kite,IC,0.998,0.85
cornets,flower,lamp,IC,0.999,0.7
cornets,flower,leaf,IC,0.999,0.6
cornets,flower,spoon,IC,0.999,0.45
cornets,flower,tree,IC,1.0,0.7
cornets,flower,truck,IC,1.0,0.8
cornets,flower,umbrella,IC,0.999,0.65
cornets,fork,airplane,IC,0.999,0.4
cornets,fork,apple,IC,1.0,0.35
cornets,fork,bike,IC,0.998,0.4
cornets,fork,chair,IC,1.0,0.25
cornets,fork,flower,IC,0.999,0.6
cornets,fork,guitar,IC,1.0,0.35
cornets,fork,key,IC,0.999,0.4
cornets,fork,kite,IC,0.998,0.3
cornets,fork,lamp,IC,0.9970000000000001,0.2
cornets,fork,leaf,IC,0.999,0.15
cornets,fork,spoon,IC,0.998,0.25
cornets,fork,tree,IC,0.998,0.45
cornets,fork,truck,IC,1.0,0.5
cornets,fork,umbrella,IC,1.0,0.15
cornets,guitar,airplane,IC,1.0,0.45
cornets,guitar,apple,IC,1.0,0.55
cornets,guitar,bike,IC,1.0,0.5
cornets,guitar,chair,IC,1.0,0.65
cornets,guitar,flower,IC,1.0,0.8
cornets,guitar,fork,IC,0.9970000000000001,0.35
cornets,guitar,key,IC,0.9970000000000001,0.3
cornets,guitar,kite,IC,1.0,0.55
cornets,guitar,lamp,IC,1.0,0.6
cornets,guitar,leaf,IC,1.0,0.8
cornets,guitar,spoon,IC,1.0,0.45
cornets,guitar,tree,IC,1.0,0.65
cornets,guitar,truck,IC,1.0,0.45
cornets,guitar,umbrella,IC,0.999,0.45
cornets,key,airplane,IC,1.0,0.2
cornets,key,apple,IC,1.0,0.65
cornets,key,bike,IC,0.998,0.35
cornets,key,chair,IC,0.998,0.3
cornets,key,flower,IC,0.999,0.65
cornets,key,fork,IC,0.999,0.35
cornets,key,guitar,IC,0.999,0.55
cornets,key,kite,IC,0.999,0.7
cornets,key,lamp,IC,1.0,0.55
cornets,key,leaf,IC,0.9969999999999999,0.55
cornets,key,spoon,IC,0.999,0.55
cornets,key,tree,IC,1.0,0.6
cornets,key,truck,IC,0.999,0.5
cornets,key,umbrella,IC,1.0,0.5
cornets,kite,airplane,IC,1.0,0.3
cornets,kite,apple,IC,1.0,0.6
cornets,kite,bike,IC,1.0,0.45
cornets,kite,chair,IC,0.999,0.65
cornets,kite,flower,IC,1.0,0.8
