obj1,obj2,overall,complete_overall,perturbed_overall,deleted_overall,complete_3,complete_4,complete_5,perturbed_3,perturbed_4,perturbed_5,deleted_3,deleted_4,deleted_5,complete_slow,complete_fast,perturbed_slow,perturbed_fast,deleted_slow,deleted_fast,complete_slow_3,complete_slow_4,complete_slow_5,complete_fast_3,complete_fast_4,complete_fast_5,perturbed_slow_3,perturbed_slow_4,perturbed_slow_5,perturbed_fast_3,perturbed_fast_4,perturbed_fast_5,deleted_slow_3,deleted_slow_4,deleted_slow_5,deleted_fast_3,deleted_fast_4,deleted_fast_5
butterfly,key,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butterfly,kite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butterfly,lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butterfly,leaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butterfly,rabbit,0.6923076923076923,1.0,0.8,0.25,1.0,,1.0,0.5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.75,1.0,0.0,0.5,,,1.0,1.0,,1.0,0.5,1.0,1.0,,1.0,,,0.0,0.0,1.0,,0.0
butterfly,spoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butterfly,squirrel,1.0,,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,
butterfly,tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butterfly,truck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butterfly,turtle,0.8,1.0,1.0,0.5,1.0,1.0,1.0,,1.0,,0.5,0.5,,1.0,1.0,1.0,1.0,0.5,0.5,1.0,,,,1.0,1.0,,1.0,,,1.0,,0.5,,,,0.5,
butterfly,umbrella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat,airplane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat,apple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat,bear,0.6923076923076923,0.3333333333333333,1.0,1.0,0.5,1.0,0.0,,1.0,,,,1.0,0.0,0.4,1.0,1.0,1.0,1.0,,,0.0,0.5,1.0,0.0,,1.0,,,1.0,,,,1.0,,,1.0
cat,bike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat,bird,0.6666666666666666,0.6666666666666666,0.6,0.75,,0.5,0.75,1.0,0.0,0.5,1.0,1.0,0.5,1.0,0.6,1.0,0.5,0.6666666666666666,1.0,,1.0,,,0.0,0.75,,,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,,1.0
cat,butterfly,0.5454545454545454,0.6666666666666666,0.5,0.5,1.0,0.0,1.0,,1.0,0.3333333333333333,,0.5,0.5,1.0,0.5,,0.5,0.0,1.0,,,1.0,1.0,0.0,,,,,,1.0,0.3333333333333333,,0.0,0.0,,1.0,1.0
cat,chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat,cow,0.9,0.75,1.0,1.0,1.0,,0.6666666666666666,,1.0,1.0,,1.0,1.0,1.0,0.6666666666666666,,1.0,1.0,1.0,,,1.0,1.0,,0.5,,,,,1.0,1.0,,1.0,1.0,,1.0,1.0
cat,dog,0.5,1.0,0.5,0.0,1.0,,,0.0,1.0,,,0.0,,,1.0,1.0,0.3333333333333333,0.0,,,,,1.0,,,,1.0,,0.0,1.0,,,0.0,,,,
cat,duck,0.8,1.0,1.0,0.3333333333333333,,1.0,1.0,,1.0,,,0.3333333333333333,,1.0,1.0,,1.0,0.0,0.5,,,1.0,,1.0,1.0,,,,,1.0,,,0.0,,,0.5,
cat,elephant,0.8333333333333334,0.5,1.0,0.8571428571428571,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,0.5,1.0,1.0,0.75,1.0,,,,,0.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,
cat,fish,0.5714285714285714,0.0,1.0,0.3333333333333333,,0.0,,,1.0,1.0,,0.0,0.5,,0.0,1.0,1.0,0.5,0.0,,,,,0.0,,,1.0,,,,1.0,,0.0,1.0,,,0.0
cat,flower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat,foot,0.9090909090909091,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,,,1.0,1.0,1.0,1.0,,0.5,1.0,1.0,1.0,,1.0,,1.0,1.0,,,,1.0,0.0,,,1.0,1.0,,1.0,
cat,fork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat,frog,0.7,0.5,0.6666666666666666,0.8,0.0,,1.0,1.0,0.5,,,0.75,1.0,0.5,,1.0,0.5,0.5,1.0,0.0,,1.0,,,,1.0,,,,0.5,,,0.5,,,1.0,1.0
cat,hand,0.9166666666666666,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.5,1.0,1.0,,1.0,1.0,0.6666666666666666,,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,,,1.0,0.5
cat,guitar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat,key,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat,kite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat,lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat,leaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat,rabbit,0.9230769230769231,0.8,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0
cat,spoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat,squirrel,0.75,1.0,0.75,0.0,,,1.0,1.0,1.0,0.6,,,0.0,1.0,,0.5,1.0,0.0,,,,1.0,,,,1.0,,0.3333333333333333,,1.0,1.0,,,0.0,,,
cat,tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat,truck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat,turtle,0.5384615384615384,0.5,0.75,0.3333333333333333,0.5,0.0,1.0,1.0,1.0,0.5,0.5,0.0,,0.5,0.5,0.5,1.0,1.0,0.0,1.0,0.0,,0.0,0.0,1.0,1.0,,0.0,,1.0,1.0,1.0,,,0.0,0.0,
cat,umbrella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chair,airplane,0.6666666666666666,1.0,0.5,0.3333333333333333,1.0,,1.0,,0.5,,0.0,0.5,,1.0,1.0,0.5,,0.0,0.5,1.0,,,1.0,,1.0,,0.5,,,,,0.0,,,,0.5,
chair,apple,0.625,0.7142857142857143,,0.0,0.0,0.6666666666666666,1.0,,,,0.0,,,0.6666666666666666,0.75,,,0.0,,0.0,1.0,,,0.0,1.0,,,,,,,0.0,,,,,
chair,bear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chair,bike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chair,bird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chair,butterfly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chair,cat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chair,cow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chair,dog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chair,duck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chair,elephant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chair,fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chair,flower,0.75,1.0,0.8,0.5,1.0,1.0,,1.0,0.6666666666666666,1.0,,0.0,0.6666666666666666,1.0,1.0,0.8,,0.5,0.5,,1.0,,1.0,1.0,,1.0,0.6666666666666666,1.0,,,,,,0.5,,0.0,1.0
chair,foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chair,fork,0.7272727272727273,1.0,0.6666666666666666,0.6666666666666666,,1.0,1.0,0.0,0.75,1.0,,0.5,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.0,1.0,,,1.0,,1.0,,0.0,1.0,,,0.5,1.0,,0.0,,,1.0,1.0
chair,frog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chair,hand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chair,guitar,0.7,0.5,0.6666666666666666,1.0,,,0.5,1.0,0.0,1.0,1.0,1.0,,,0.5,,0.6666666666666666,1.0,,,,,,,0.5,,,,1.0,0.0,1.0,1.0,1.0,,,,
chair,key,0.6666666666666666,0.75,0.7142857142857143,0.5,0.75,0.0,1.0,0.5,1.0,,0.0,0.6666666666666666,0.5,1.0,0.6666666666666666,0.6666666666666666,0.75,0.6666666666666666,0.3333333333333333,,,1.0,0.75,0.0,1.0,0.5,1.0,,0.5,1.0,,,1.0,0.5,0.0,0.5,
chair,kite,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,,,1.0,1.0,1.0,,,,,,
chair,lamp,0.7692307692307693,1.0,0.8,0.3333333333333333,,1.0,1.0,1.0,0.6666666666666666,1.0,,0.3333333333333333,,1.0,1.0,,0.8,0.5,0.0,,,1.0,,1.0,1.0,,,,1.0,0.6666666666666666,1.0,,0.5,,,0.0,
chair,leaf,0.8571428571428571,0.6666666666666666,1.0,1.0,0.5,1.0,,,1.0,,,1.0,1.0,0.5,1.0,1.0,,,1.0,0.0,1.0,,1.0,,,,1.0,,,,,,,,,1.0,1.0
chair,rabbit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chair,spoon,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,,,,,,1.0,1.0,,1.0,,,1.0,,
chair,squirrel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chair,tree,0.8666666666666667,0.8571428571428571,0.8,1.0,0.5,,1.0,0.5,1.0,,,1.0,1.0,1.0,0.8333333333333334,0.6666666666666666,1.0,,1.0,,,1.0,0.5,,1.0,0.0,1.0,,1.0,1.0,,,,,,1.0,1.0
chair,truck,0.5555555555555556,1.0,0.25,0.5,1.0,,1.0,,0.5,0.0,,0.0,1.0,,1.0,0.0,0.3333333333333333,0.0,1.0,,,,1.0,,1.0,,0.0,,,1.0,0.0,,0.0,,,,1.0
chair,turtle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chair,umbrella,0.9230769230769231,1.0,0.75,1.0,1.0,,1.0,,1.0,0.6666666666666666,1.0,1.0,,1.0,1.0,,0.75,1.0,,1.0,,,,,1.0,,,,,1.0,0.6666666666666666,1.0,1.0,,,,
cow,airplane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cow,apple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cow,bear,0.6363636363636364,0.75,0.5,0.6,0.6666666666666666,1.0,,0.5,,,,0.5,1.0,0.5,1.0,,0.5,0.3333333333333333,1.0,0.5,,,1.0,1.0,,,,,0.5,,,,0.3333333333333333,,,1.0,1.0
cow,bike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cow,bird,0.8333333333333334,0.8,0.8,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,1.0,,,1.0,,,,1.0
cow,butterfly,0.8,0.7142857142857143,1.0,,0.3333333333333333,1.0,1.0,,,1.0,,,,1.0,0.5,,1.0,,,1.0,1.0,1.0,0.0,,1.0,,,,,,1.0,,,,,,
cow,cat,0.9,0.75,1.0,1.0,1.0,,0.6666666666666666,,1.0,1.0,,1.0,1.0,1.0,0.6666666666666666,,1.0,1.0,1.0,,,1.0,1.0,,0.5,,,,,1.0,1.0,,1.0,1.0,,1.0,1.0
cow,chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cow,dog,0.7333333333333333,0.8,0.8333333333333334,0.5,0.0,1.0,1.0,,1.0,0.6666666666666666,1.0,0.0,1.0,1.0,0.75,1.0,0.75,1.0,0.0,,1.0,,0.0,,1.0,,1.0,1.0,,1.0,0.5,1.0,,1.0,,0.0,
cow,duck,0.75,0.8,0.6666666666666666,0.6666666666666666,0.6666666666666666,,0.8571428571428571,0.0,1.0,1.0,0.0,1.0,,0.6666666666666666,0.8571428571428571,0.0,1.0,0.5,1.0,0.5,,1.0,1.0,,0.8333333333333334,0.0,,,,1.0,1.0,0.0,1.0,,,1.0,
cow,elephant,0.8333333333333334,1.0,0.6,1.0,,1.0,1.0,1.0,0.6666666666666666,0.0,,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,0.0,0.0,,1.0,,,,,,1.0,1.0
cow,fish,0.7272727272727273,1.0,0.8333333333333334,0.5,,,1.0,1.0,1.0,0.6666666666666666,0.0,,0.6666666666666666,,1.0,1.0,0.75,0.3333333333333333,1.0,,,,,,1.0,,1.0,1.0,1.0,,0.5,0.0,,0.5,,,1.0
cow,flower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cow,foot,0.6923076923076923,0.8,0.8333333333333334,0.0,,1.0,0.5,,0.6666666666666666,1.0,,0.0,0.0,,0.8,1.0,0.75,0.0,,,,,,1.0,0.5,,1.0,1.0,,0.5,1.0,,0.0,0.0,,,
cow,fork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cow,frog,0.8571428571428571,1.0,1.0,0.5,,,1.0,1.0,,,0.0,1.0,,1.0,1.0,1.0,,0.0,1.0,,,1.0,,,1.0,1.0,,,,,,0.0,,,,1.0,
cow,hand,0.6923076923076923,0.4,0.8,1.0,0.5,0.3333333333333333,,1.0,0.5,1.0,,1.0,1.0,0.3333333333333333,0.5,1.0,0.75,1.0,1.0,0.5,0.0,,,0.5,,1.0,,,,0.5,1.0,,1.0,1.0,,,1.0
cow,guitar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cow,key,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cow,kite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cow,lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cow,leaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cow,rabbit,0.8461538461538461,0.75,0.8,1.0,,0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.5,1.0,1.0,,,,1.0,,0.5,1.0,0.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,
cow,spoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cow,squirrel,0.8571428571428571,0.6666666666666666,1.0,1.0,0.5,,1.0,,1.0,1.0,,,1.0,,0.6666666666666666,,1.0,1.0,,,,,0.5,,1.0,,,,,1.0,1.0,,,1.0,,,
cow,tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cow,truck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cow,turtle,0.8571428571428571,1.0,1.0,0.5,,1.0,,1.0,,1.0,0.0,,1.0,,1.0,1.0,1.0,0.0,1.0,,,,,1.0,,1.0,,,,,1.0,0.0,,,,,1.0
cow,umbrella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dog,airplane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dog,apple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dog,bear,0.7692307692307693,0.8333333333333334,0.5,0.8,0.5,1.0,1.0,,0.5,,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,,0.5,0.75,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,,,0.5,,1.0,1.0,0.5,,,1.0
dog,bike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dog,bird,0.8461538461538461,0.5,1.0,1.0,0.0,1.0,0.5,,1.0,1.0,,1.0,1.0,0.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.0,,,,1.0,0.5,,1.0,,,1.0,1.0,,1.0,,,1.0,1.0
dog,butterfly,0.8888888888888888,1.0,0.75,1.0,1.0,,1.0,0.5,,1.0,1.0,1.0,1.0,,1.0,0.6666666666666666,1.0,1.0,1.0,,,,1.0,,1.0,0.5,,1.0,,,1.0,,1.0,1.0,1.0,,
dog,cat,0.5,1.0,0.5,0.0,1.0,,,0.0,1.0,,,0.0,,,1.0,1.0,0.3333333333333333,0.0,,,,,1.0,,,,1.0,,0.0,1.0,,,0.0,,,,
dog,chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dog,cow,0.7333333333333333,0.8,0.8333333333333334,0.5,0.0,1.0,1.0,,1.0,0.6666666666666666,1.0,0.0,1.0,1.0,0.75,1.0,0.75,1.0,0.0,,1.0,,0.0,,1.0,,1.0,1.0,,1.0,0.5,1.0,,1.0,,0.0,
dog,duck,0.9285714285714286,1.0,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,,1.0,1.0,1.0,0.75,1.0,,,1.0,,1.0,1.0,1.0,,,1.0,1.0,0.5,1.0,1.0,1.0,,,,
dog,elephant,0.5555555555555556,0.0,0.6666666666666666,0.6,0.0,,,,,0.6666666666666666,0.0,0.5,1.0,,0.0,1.0,0.0,0.6666666666666666,0.5,,,,0.0,,,,,1.0,,,0.0,0.0,,1.0,,0.5,
dog,fish,0.7272727272727273,1.0,1.0,0.4,,1.0,1.0,1.0,,1.0,0.0,,0.6666666666666666,1.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,,,1.0,1.0,,,,,1.0,0.0,,0.0,,,1.0
dog,flower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dog,foot,0.7333333333333333,0.75,0.75,0.7142857142857143,0.5,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,1.0,0.6666666666666666,0.0,1.0,0.5,1.0,,,1.0,0.5,1.0,,,0.0,,1.0,1.0,1.0,0.5,0.0,1.0,,1.0,1.0
dog,fork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dog,frog,0.6875,0.5,1.0,0.5,0.5,,0.5,,1.0,1.0,,0.5,,1.0,0.3333333333333333,,1.0,,0.5,1.0,,,0.25,,0.5,,,,,1.0,1.0,,,,,0.5,
dog,hand,0.8,1.0,1.0,0.6666666666666666,,1.0,1.0,,1.0,,0.75,1.0,0.0,,1.0,,1.0,0.6666666666666666,0.6666666666666666,,,,,1.0,1.0,,,,,1.0,,0.6666666666666666,,,1.0,1.0,0.0
dog,guitar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dog,key,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dog,kite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dog,lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dog,leaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dog,rabbit,0.6923076923076923,0.6,0.6,1.0,0.3333333333333333,,1.0,0.0,1.0,0.0,1.0,1.0,,1.0,0.5,0.5,0.6666666666666666,1.0,1.0,,,1.0,0.3333333333333333,,1.0,0.0,1.0,,,1.0,0.0,,1.0,,1.0,1.0,
dog,spoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dog,squirrel,0.7777777777777778,1.0,0.6,,1.0,1.0,1.0,,0.75,0.0,,,,1.0,1.0,0.6,,,,1.0,,1.0,,1.0,1.0,,0.75,0.0,,,,,,,,,
dog,tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dog,truck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dog,turtle,0.6666666666666666,,0.5,0.75,,,,,0.0,1.0,,1.0,0.5,,,,0.5,1.0,0.6666666666666666,,,,,,,,,,,0.0,1.0,,,1.0,,1.0,0.0
dog,umbrella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
duck,airplane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
duck,apple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
duck,bear,0.8571428571428571,1.0,0.8571428571428571,0.75,1.0,,1.0,1.0,0.5,1.0,,1.0,0.5,1.0,,1.0,0.75,,0.75,1.0,,1.0,,,,1.0,,1.0,1.0,0.5,1.0,,,,,1.0,0.5
duck,bike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
duck,bird,0.6666666666666666,0.3333333333333333,0.6,1.0,,1.0,0.0,0.0,1.0,0.5,,1.0,1.0,1.0,0.0,1.0,0.3333333333333333,1.0,1.0,,1.0,,,,0.0,,1.0,,0.0,,0.5,,1.0,,,1.0,1.0
duck,butterfly,0.8333333333333334,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,,,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.5,0.5,,1.0,,1.0,1.0,1.0,,1.0,,1.0,,,,1.0,0.0,,,0.5
duck,cat,0.8,1.0,1.0,0.3333333333333333,,1.0,1.0,,1.0,,,0.3333333333333333,,1.0,1.0,,1.0,0.0,0.5,,,1.0,,1.0,1.0,,,,,1.0,,,0.0,,,0.5,
duck,chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
duck,cow,0.75,0.8,0.6666666666666666,0.6666666666666666,0.6666666666666666,,0.8571428571428571,0.0,1.0,1.0,0.0,1.0,,0.6666666666666666,0.8571428571428571,0.0,1.0,0.5,1.0,0.5,,1.0,1.0,,0.8333333333333334,0.0,,,,1.0,1.0,0.0,1.0,,,1.0,
duck,dog,0.9285714285714286,1.0,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,,1.0,1.0,1.0,0.75,1.0,,,1.0,,1.0,1.0,1.0,,,1.0,1.0,0.5,1.0,1.0,1.0,,,,
duck,elephant,0.7857142857142857,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,,1.0,0.0,0.5,1.0,0.6666666666666666,,1.0,,0.6666666666666666,0.5,1.0,,,,1.0,1.0,1.0,,,,,1.0,0.0,0.0,1.0,0.5,1.0,,1.0
duck,fish,1.0,1.0,1.0,1.0,,1.0,,,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,,,,,,1.0,,,1.0,,1.0,1.0,,,1.0,
duck,flower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
duck,foot,0.875,0.5,1.0,1.0,0.5,,,,1.0,,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,1.0,0.0,,,1.0,,,,,,,1.0,,,1.0,,1.0,1.0,1.0
duck,fork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
duck,frog,0.6666666666666666,0.6666666666666666,0.5,1.0,,0.6666666666666666,,,0.0,1.0,,1.0,,1.0,0.0,,0.5,1.0,,,1.0,,,0.0,,,,,,0.0,1.0,,1.0,,,,
duck,hand,0.8888888888888888,0.6666666666666666,1.0,1.0,1.0,,0.5,,1.0,,1.0,1.0,,,0.6666666666666666,1.0,1.0,1.0,1.0,,,,1.0,,0.5,,1.0,,,1.0,,1.0,1.0,,,1.0,
duck,guitar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
duck,key,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
duck,kite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
duck,lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
duck,leaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
duck,rabbit,0.8571428571428571,1.0,0.8333333333333334,,,1.0,,0.5,1.0,1.0,,,,,1.0,1.0,0.75,,,,,,,1.0,,1.0,,1.0,0.0,1.0,1.0,,,,,,
duck,spoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
duck,squirrel,0.7142857142857143,0.8571428571428571,0.6666666666666666,0.5,0.6666666666666666,1.0,1.0,,0.0,1.0,0.5,,0.5,0.0,1.0,,0.6666666666666666,0.0,1.0,0.0,,,1.0,1.0,1.0,,,,,0.0,1.0,0.0,,0.0,1.0,,1.0
duck,tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
duck,truck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
duck,turtle,0.8333333333333334,1.0,0.75,0.8,1.0,1.0,,,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,,0.8,1.0,1.0,,1.0,,,,,1.0,,0.0,1.0,,,,0.0,1.0,1.0
duck,umbrella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elephant,airplane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elephant,apple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elephant,bear,0.6666666666666666,0.6,0.5,1.0,1.0,0.0,0.6666666666666666,,0.0,1.0,1.0,1.0,,0.3333333333333333,1.0,0.0,1.0,1.0,1.0,,0.0,0.5,1.0,,1.0,,0.0,,,,1.0,1.0,,,,1.0,
elephant,bike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elephant,bird,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0
elephant,butterfly,0.75,0.6,0.8333333333333334,0.8,1.0,0.0,0.6666666666666666,1.0,1.0,0.0,,0.75,1.0,0.6,,1.0,0.75,1.0,0.6666666666666666,1.0,0.0,0.6666666666666666,,,,1.0,,,1.0,1.0,0.0,,1.0,,,0.5,1.0
elephant,cat,0.8333333333333334,0.5,1.0,0.8571428571428571,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,0.5,1.0,1.0,0.75,1.0,,,,,0.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,
elephant,chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elephant,cow,0.8333333333333334,1.0,0.6,1.0,,1.0,1.0,1.0,0.6666666666666666,0.0,,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,0.0,0.0,,1.0,,,,,,1.0,1.0
elephant,dog,0.5555555555555556,0.0,0.6666666666666666,0.6,0.0,,,,,0.6666666666666666,0.0,0.5,1.0,,0.0,1.0,0.0,0.6666666666666666,0.5,,,,0.0,,,,,1.0,,,0.0,0.0,,1.0,,0.5,
